budget,company,country,director,genre,gross,name,rating,released,runtime,score,star,votes,writer,year,Component1,Component2,Component3,Component4,Component5,cluster,Segment
2000000.0,Concorde Pictures,USA,Adam Simon,Horror,1627955.0,Brain Dead,R,1990-01-19,85,6.1,Bill Pullman,2792,Charles Beaumont,1990,-1.354903708319159,-0.35176988569133505,-0.6894638114475785,-0.12010009966501003,-0.04434763364608432,3,fourth
0.0,Regency International Pictures,USA,Sidney Lumet,Crime,11207891.0,Q & A,R,1990-04-27,132,6.5,Nick Nolte,4235,Edwin Torres,1990,-0.27412626483417774,1.1812786257735626,1.0799876637480832,0.2663348606450522,0.3894226385806946,0,first
0.0,TriStar Pictures,USA,Barry Levinson,Drama,15740796.0,Avalon,PG,1990-10-19,128,7.3,Aidan Quinn,5052,Barry Levinson,1990,-0.07258022114633993,1.5955740668857306,0.5457826459410305,-0.17264392677280055,0.4224891281330735,0,first
0.0,"Movie Group, The",USA,Martin Sheen,Drama,2070871.0,Cadence,PG-13,1991-02-15,97,6.6,Charlie Sheen,4621,Dennis Shryack,1990,-0.9947582222487457,0.3413300296047206,-0.4244518268382015,-0.18627472852686486,0.05597230403028886,1,second
0.0,Carolco Pictures,USA,Bob Rafelson,Adventure,4011793.0,Mountains of the Moon,R,1990-02-23,136,7.3,Patrick Bergin,2938,William Harrison,1990,-0.035380477176280366,1.8828440958864596,0.9133340914597883,-0.07896827825067215,0.32223267351772855,0,first
0.0,Universal Pictures,USA,Sidney Poitier,Comedy,24707633.0,Ghost Dad,PG,1990-06-29,83,4.3,Bill Cosby,6587,Brent Maddock,1990,-1.718265329416957,-1.7556521679464023,-0.0497618504140379,0.7663778800436688,0.26483518683227103,3,fourth
0.0,Hibiscus Films,New Zealand,Jane Campion,Biography,1054638.0,An Angel at My Table,R,1990-09-20,158,7.6,Kerry Fox,5390,Janet Frame,1990,0.45500614990764376,2.71067166572302,1.7084041692118257,0.048706507929825664,0.4091225492610373,0,first
0.0,Paramount Pictures,USA,Tony Bill,Comedy,13236513.0,Crazy People,R,1990-04-13,90,5.9,Dudley Moore,3612,Mitch Markowitz,1990,-1.2347781231653838,-0.3968461647926609,-0.430111284593659,0.059564669568859974,0.16405744984696805,3,fourth
0.0,Cannon Films,USA,Joel Silberg,Drama,4263112.0,Lambada,PG,1990-03-16,104,3.2,J. Eddie Peck,860,Joel Silberg,1990,-1.8477696087736466,-1.8178200085886307,1.3811132992545039,1.5417018896191155,0.1389359920109772,3,fourth
0.0,Touchstone Pictures,USA,John R. Cherry III,Comedy,25029569.0,Ernest Goes to Jail,PG,1990-04-06,81,5.4,Jim Varney,7766,Charlie Cohen,1990,-1.4279913737247736,-1.0557784161327626,-0.6247203138005466,0.2093891106982297,0.25331279896815373,3,fourth
10000000.0,Interscope Communications,USA,Robert Resnikoff,Crime,22424195.0,The First Power,R,1990-04-06,98,5.7,Lou Diamond Phillips,2847,Robert Resnikoff,1990,-0.9289957721830167,-0.4777829636966961,0.05130490699217102,0.09903377717031435,0.1994731639688272,3,fourth
0.0,Belbo Films,France,Robert Altman,Biography,2231274.0,Vincent & Theo,PG-13,1990-04-27,133,7.1,Tim Roth,3036,Julian Mitchell,1990,-0.16679134734684758,1.6731386484251902,0.8784604667449586,-0.014378087334257156,0.28035005033760546,0,first
3000000.0,Silver Screen Partners IV,USA,Patrick Read Johnson,Adventure,15369573.0,Spaced Invaders,PG,1990-04-27,100,5.3,Douglas Barr,2760,Patrick Read Johnson,1990,-1.1636354706866106,-0.5802261434558661,0.27703648946949305,0.42315612127810737,0.21436320344846055,3,fourth
0.0,Cine-Source,USA,Peter Bogdanovich,Drama,2268181.0,Texasville,R,1990-09-28,123,6.0,Jeff Bridges,2071,Larry McMurtry,1990,-0.6819753502551736,0.6415763405005277,0.9454690170514546,0.40169412111584,0.22339330368329624,1,second
0.0,Avenue Pictures,USA,James Foley,Crime,2678414.0,"After Dark, My Sweet",R,1990-08-24,114,6.6,Jason Patric,2695,Jim Thompson,1990,-0.6725471003476431,0.8047163610197232,0.29753268502246505,0.004195928469855304,0.17241372508205952,1,second
0.0,Epic Productions,USA,Rich Correll,Action,8533973.0,Ski Patrol,PG,1990-01-12,91,5.4,Roger Rose,2899,Steven Long Mitchell,1990,-1.4072390272764217,-0.6862169972168031,-0.15519331121308708,0.31677001694074874,0.11023296740839193,3,fourth
350000.0,Concorde Pictures,USA,Sally Mattison,Comedy,1242995.0,Slumber Party Massacre III,R,1990-09-07,87,4.4,Keely Christian,1781,Catherine Cyran,1990,-1.8415875007149756,-1.4458008329674794,0.1386808389701156,0.7551567862199806,-0.011484525822499796,3,fourth
0.0,Paisley Park Films,USA,Prince,Drama,4562778.0,Graffiti Bridge,PG-13,1990-11-02,95,4.3,Prince,1462,Prince,1990,-1.6936519090462903,-1.310127836593553,0.5123303152040338,0.8991536363477308,0.08644537499535246,3,fourth
0.0,Aurora,USA,Peter Israelson,Comedy,449868.0,Side Out,PG-13,1990-03-30,100,5.5,C. Thomas Howell,1514,David Thoreau,1990,-1.28560945433674,-0.32367295288900655,0.20087833527398732,0.37385734232945456,0.06198926714116685,3,fourth
0.0,Hanna-Barbera Productions,USA,Joseph Barbera,Animation,10900000.0,Jetsons: The Movie,G,1990-07-06,82,5.5,George O'Hanlon,3913,Dennis Marks,1990,-1.5241858615626684,-0.8782494131128822,-0.5870744429822549,0.1646253678050887,0.0840480558767397,3,fourth
0.0,"Geffen Company, The",USA,Paul Brickman,Drama,6070725.0,Men Don't Leave,PG-13,1990-02-23,115,6.7,Jessica Lange,2077,Barbara Benedek,1990,-0.5958849358591953,0.8813857239189482,0.2904231973415822,-0.03899980782865261,0.22499729392157294,1,second
0.0,Central Cinema Company Film (CCC),Germany,Agnieszka Holland,Drama,5575738.0,Europa Europa,R,1990-11-14,112,7.7,Solomon Perel,12706,Paul Hengge,1990,-0.32296238829005397,1.4901421935347934,-0.3079427701967013,-0.5102465387926324,0.16927904498997837,1,second
0.0,HandMade Films,UK,Jonathan Lynn,Comedy,10959015.0,Nuns on the Run,PG-13,1990-03-30,89,5.9,Eric Idle,6610,Jonathan Lynn,1990,-1.262464046013328,-0.41105149967466337,-0.47630436873579274,0.06486336444064981,0.1192641715408667,3,fourth
15000000.0,TriStar Pictures,USA,Bob Clark,Action,5585154.0,Loose Cannons,R,1990-02-09,94,4.8,Gene Hackman,3785,Richard Christian Matheson,1990,-1.352090178734488,-1.1646596875898105,0.34771319259885825,0.4411618341148135,-0.11769246206998424,3,fourth
0.0,"Samuel Goldwyn Company, The",USA,John Erman,Drama,20240128.0,Stella,PG-13,1990-02-02,109,6.0,Bette Midler,2013,Olive Higgins Prouty,1990,-0.785600665860515,0.15340597683990453,0.31819042365995404,0.22089351037813365,0.37603165195042154,1,second
0.0,21st Century Film Corporation,USA,Greydon Clark,Drama,1823154.0,The Forbidden Dance,PG-13,1990-03-16,97,3.4,Laura Harring,1340,Menahem Golan,1990,-1.9433626826156651,-1.8584508113666913,1.000704046791948,1.365525976201952,0.06295336244211501,3,fourth
0.0,Cineplex-Odeon Films,UK,James Ivory,Drama,7698010.0,Mr. & Mrs. Bridge,PG-13,1991-01-18,126,6.7,Paul Newman,2427,Evan S. Connell,1990,-0.36966830282925006,1.174181462540188,0.7505172980606879,0.09128555198476128,0.31200183660405645,1,second
0.0,Boy of the Year,USA,Tom Ropelewski,Comedy,21036771.0,Madhouse,PG-13,1990-02-16,90,5.3,Richard Alexander,2370,Tom Ropelewski,1990,-1.3436530402568523,-0.854565888735204,-0.17699133274256593,0.34071944249652936,0.2707307445591109,3,fourth
0.0,Dave Bell Associates,USA,Richard Pearce,Drama,4803039.0,The Long Walk Home,PG,1991-04-12,97,7.3,Sissy Spacek,2789,John Cork,1990,-0.7731829262855279,0.8069798969973023,-0.7343244017587618,-0.5409064624863436,0.09717457732915225,1,second
0.0,Hemdale,UK,Ken Loach,Drama,1030938.0,Hidden Agenda,R,1991-01,108,7.0,Frances McDormand,2832,Jim Allen,1990,-0.6849053089521802,0.9245372622188472,-0.12973497897691935,-0.26059163964331633,0.11388630179029226,1,second
0.0,New Line Cinema,USA,Robert Shaye,Comedy,1382259.0,Book of Love,R,1991-02-01,100,6.1,Chris Young,893,William Kotzwinkle,1990,-1.1046852051604692,0.08362319854543465,-0.06459145696370255,0.07588588860877475,0.07595438579778617,1,second
0.0,Touchstone Pictures,USA,Alan Alda,Comedy,19740070.0,Betsy's Wedding,R,1990-06-22,94,5.6,Alan Alda,2976,Alan Alda,1990,-1.1891934226592298,-0.5308376972480089,-0.1399111869089021,0.24509737736778436,0.27599134677267567,3,fourth
0.0,Morgan Creek Productions,USA,Joe Roth,Comedy,715983.0,Coupe de Ville,PG-13,1990-03-09,99,6.7,Patrick Dempsey,1927,Mike Binder,1990,-0.9507073938710561,0.472740355308153,-0.3737819366780133,-0.22416147188815533,0.057976739159096784,1,second
0.0,Brigand Films,USA,Jan Egleson,Comedy,3417056.0,A Shock to the System,R,1990-03-23,88,6.7,Michael Caine,3330,Simon Brett,1990,-1.1303539106721803,0.15507265726269126,-0.8476643112100387,-0.34922926762703793,0.023009851298409628,1,second
0.0,Duffy Films,USA,Leonard Nimoy,Comedy,8141292.0,Funny About Love,PG-13,1990-09-21,101,4.9,Gene Wilder,1033,Bob Greene,1990,-1.3733015230690722,-0.753261871565747,0.4942561960849913,0.6707657582671744,0.17107025881829865,3,fourth
0.0,Castle Rock Entertainment,USA,Carl Reiner,Comedy,17854930.0,Sibling Rivalry,PG-13,1990-10-26,87,5.4,Kirstie Alley,2115,Martha Goldhirsh,1990,-1.4017987353036303,-0.8498598137293268,-0.3406957108218743,0.2576875398170571,0.21130949704592403,3,fourth
6500000.0,Vision PDG,USA,Tibor Tak�cs,Fantasy,2032973.0,Gate 2: The Trespassers,R,1992-02-28,90,4.7,Louis Tripp,1308,Michael Nankin,1990,-1.6111624454435598,-1.2293468812394126,0.17646652954696865,0.5535579633808092,-0.06554954985061669,3,fourth
11500000.0,The Mount Company,USA,Roger Corman,Drama,334748.0,Roger Corman's Frankenstein Unbound,R,1990-11-02,85,5.5,John Hurt,3088,Brian Aldiss,1990,-1.4162280042485706,-0.8616208593640691,-0.3542746314009423,0.042232010313292705,-0.19179546263641276,3,fourth
0.0,Erre Produzioni,Italy,Giuseppe Tornatore,Drama,1745470.0,Everybody's Fine,PG-13,1991-05-31,118,7.8,Marcello Mastroianni,2821,Massimo De Rita,1990,-0.2543029150475208,1.745374431325505,-0.06278936183789928,-0.535222135192763,0.18365747162952448,1,second
0.0,Twentieth Century Fox Film Corporation,USA,Alan Parker,Drama,847306.0,Come See the Paradise,R,1991-01,138,6.7,Dennis Quaid,2198,Alan Parker,1990,-0.20399971410985152,1.5432918744320665,1.2716585313167161,0.23761453499018784,0.29485575813264847,0,first
5000000.0,Cinemarque Entertainment,USA,Michael Lehmann,Comedy,485772.0,Meet the Applegates,R,1991-02-01,90,5.4,Ed Begley Jr.,1819,Michael Lehmann,1990,-1.4387041343777995,-0.7224039157641202,-0.14219667964748317,0.23561367744443076,-0.06713682589676313,3,fourth
0.0,Unity Pictures,Australia,Michael Gottlieb,Comedy,458996.0,The Shrimp on the Barbie,PG-13,1990-08-31,90,5.6,Cheech Marin,985,Grant Morris,1990,-1.4493897927742432,-0.5296576187453175,-0.26402652622604844,0.2040837396827996,0.003124536549912162,3,fourth
0.0,Bandai Visual Company,Japan,Takeshi Kitano,Action,1471.0,Boiling Point,NOT RATED,1999-11-19,96,6.8,Takeshi Kitano,4920,Takeshi Kitano,1990,-0.9731828248706981,0.46336979664206557,-0.5517880419974351,-0.29283204990235495,0.021701423769165906,1,second
0.0,Lacewood Productions,Canada,Paul Schibli,Animation,1781694.0,El pr�ncipe Cascanueces,G,1990-11-21,100,6.9,Kiefer Sutherland,1698,E.T.A. Hoffmann,1990,-0.8645192186123679,0.6316221593592584,-0.4215203092596551,-0.3124268464057216,0.07870715507289948,1,second
0.0,Concorde-New Horizons,USA,Kristine Peterson,Drama,2415312.0,Body Chemistry,R,1990-03-09,84,4.4,Marc Singer,332,Jackson Barr,1990,-1.8986178628847104,-1.531176968725539,0.01129750025520086,0.7163518494824682,-0.0051861006062817565,3,fourth
242000.0,Park-Schilling Productions Inc.,USA,Michael Rissi,Fantasy,233150.0,Soultaker,R,1990-10-26,94,2.3,Joe Estevez,3359,Vivian Schilling,1990,-2.324494851700514,-2.690881381558483,1.3597156798502152,1.8773194439989367,0.014922471056896463,3,fourth
0.0,Atlas,USA,Bernt Amadeus Capra,Drama,774048.0,Mindwalk,PG,1991-12-05,112,7.6,Liv Ullmann,2484,Bernt Amadeus Capra,1990,-0.4373652267416513,1.4485779081742562,-0.22470808124185032,-0.508942944138411,0.13556414554229468,1,second
0.0,Touchstone Pictures,USA,John Boorman,Comedy,1106475.0,Where the Heart Is,R,1990-02-23,107,6.2,Dabney Coleman,1333,Telsche Boorman,1990,-0.9426445524788833,0.34629990154140977,0.18600246946312748,0.11199718575832181,0.11336332319124348,1,second
0.0,Palace Pictures,UK,David Leland,Crime,59227.0,Crossing the Line,R,1990-08-31,116,5.8,Kenny Ireland,881,Don MacPherson,1990,-0.898867410304762,0.3244060344912421,0.7462828144523798,0.4128920493448866,0.15539184666711595,1,second
0.0,Imagine Films Entertainment,USA,Donald Petrie,Comedy,11359129.0,Opportunity Knocks,PG-13,1990-03-30,103,6.0,Dana Carvey,2385,Mitchel Katlin,1990,-0.9795764347296481,0.039802711765892715,0.0818069306421035,0.15943704326344404,0.2214598046745763,1,second
0.0,Bonded Filmworks,USA,James Bond III,Horror,2218579.0,Def by Temptation,R,1990-05-11,95,4.4,James Bond III,959,James Bond III,1990,-1.6879053566636961,-1.2278541403846506,0.4742923744604915,0.8495819553425706,0.056945279335014524,3,fourth
0.0,,USA,Katt Shea,Action,1510053.0,Streets,R,1990-01-19,100,6.0,Christina Applegate,564,Andy Ruben,1990,-1.134012368806744,0.014088545666062028,-0.019681081432769764,0.12311828041380013,0.0786174878025205,1,second
0.0,Odyssey,USA,Jon Amiel,Comedy,1794001.0,Tune in Tomorrow...,PG-13,1990-11-02,107,6.2,Barbara Hershey,1518,Mario Vargas Llosa,1990,-0.9356263989250656,0.3423449732322568,0.18408001550864836,0.11235273978125439,0.12189994886681617,1,second
0.0,China Film Co-Production Corporation,China,Yimou Zhang,Drama,1986433.0,Ju Dou,PG-13,1991-04,95,7.8,Li Gong,6221,Heng Liu,1990,-0.6773234097922365,1.1123484629101408,-1.0440199923186386,-0.7897945004600112,0.03784393757210339,1,second
0.0,Filmverlag der Autoren,West Germany,Michael Verhoeven,Comedy,2281569.0,The Nasty Girl,PG-13,1991-03,100,7.5,Lena Stolze,2133,Michael Verhoeven,1990,-0.6832534335038438,1.041459147546817,-0.6891392096287512,-0.6046852536521393,0.08390402992049685,1,second
0.0,Epic Productions,USA,Christopher Leitch,Family,1393610.0,Courage Mountain,PG,1990-02-16,100,5.8,Juliette Caton,605,Fred Brogger,1990,-1.1932221924334476,-0.1228046779553408,0.06889075053328134,0.22143719365975437,0.07700832693320454,3,fourth
10000000.0,Twentieth Century Fox Film Corporation,USA,Richard Benjamin,Action,2346150.0,Downtown,R,1990-01-12,96,5.7,Anthony Edwards,1508,Nat Mauldin,1990,-1.155637208036789,-0.41704106832716653,0.011370958980846902,0.08561166501788912,-0.07370138486641307,3,fourth
0.0,Aurora Productions LLC,USA,John Frankenheimer,Drama,1305887.0,The Fourth War,R,1990-03-23,91,5.7,Roy Scheider,1084,Stephen Peters,1990,-1.393022975472466,-0.4382827950975695,-0.2680346041156955,0.1666707182915642,0.02003982984534352,3,fourth
0.0,SVS Films,USA,Charles Burnett,Drama,1161135.0,To Sleep with Anger,PG,1990-10-12,102,7.2,Danny Glover,868,Charles Burnett,1990,-0.7478968732317268,0.896449728184795,-0.46613091883451574,-0.43950831483613206,0.08495327854514818,1,second
0.0,Concorde-New Horizons,USA,Jim Wynorski,Horror,1547867.0,The Haunting of Morella,R,1990-02-09,82,3.9,Nicole Eggert,543,Edgar Allan Poe,1990,-2.089631103053729,-1.925021096385134,0.1491485381001415,0.9395696658944795,-0.029228055823384457,3,fourth
0.0,Warner Bros.,USA,Sondra Locke,Crime,2544504.0,Impulse,R,1990-04-06,109,5.7,Theresa Russell,969,John DeMarco,1990,-1.0386238516207642,0.049016433885180025,0.4897013170473783,0.3775864857441815,0.14560977851467907,3,fourth
0.0,Gladden Entertainment,USA,Gregg Champion,Comedy,4010647.0,Short Time,PG-13,1990-05-04,97,6.4,Dabney Coleman,1667,John Blumenthal,1990,-1.047374619997467,0.1924487091429747,-0.33146484237572604,-0.10486031417637286,0.09017813239981308,1,second
0.0,Gaumont,France,Yves Robert,Adventure,1477071.0,My Mother's Castle,PG,1991-09,98,7.6,Julien Ciamaca,4012,Marcel Pagnol,1990,-0.6919814482975356,1.0600262538345038,-0.8215542938119622,-0.6671127730543747,0.055719481347216875,1,second
0.0,Twentieth Century Fox Film Corporation,USA,Marisa Silver,Drama,1224605.0,Vital Signs,R,1990-04-13,100,5.4,Adrian Pasdar,604,Larry Ketron,1990,-1.3113962403873578,-0.3969631092906139,0.2461428014327443,0.41760071708031365,0.07487355980065906,3,fourth
0.0,Recorded Picture Company (RPC),UK,Karel Reisz,Drama,1372350.0,Everybody Wins,R,1990-01-19,97,5.0,Debra Winger,892,Arthur Miller,1990,-1.4827726115623439,-0.7553418423697661,0.29527290450664084,0.5795356837179336,0.0579325382705183,3,fourth
0.0,Iberoamericana Films Internacional,Spain,Carlos Saura,Comedy,299090.0,"�Ay, Carmela!",PG-13,1991-05-30,102,7.2,Carmen Maura,1831,Rafael Azcona,1990,-0.7518482960440314,0.9014624072973585,-0.4671436606953624,-0.43390306858949323,0.07078637530953884,1,second
0.0,Avenue Pictures Productions,USA,Bruce Beresford,Drama,1464242.0,Mister Johnson,PG-13,1991-04,101,6.5,Pierce Brosnan,740,William Boyd,1990,-0.9688418073638543,0.38574546787007513,-0.19900858839763225,-0.10917582132332017,0.08343664871045259,1,second
0.0,David Blocker Productions,USA,Alan Rudolph,Comedy,1436308.0,Love at Large,R,1990-03-09,97,5.8,Tom Berenger,967,Alan Rudolph,1990,-1.2486266315622394,-0.20544190905136514,-0.05888526564844384,0.18780998555966683,0.058374016927193066,3,fourth
0.0,Parakletus,USA,James F. Collier,Biography,4212828.0,China Cry: A True Story,PG-13,1990-11-02,101,7.0,Julia Nickson,429,Nora Lam,1990,-0.7992604996341484,0.7138029214540207,-0.4248181577874061,-0.35810652239862656,0.1204935275616869,1,second
0.0,Sharmhill Productions,Canada,Steven Hilliard Stern,Crime,10468.0,Love & Murder,R,1991-11-08,87,4.4,Todd Waring,27,Steven Hilliard Stern,1990,-1.8645157756943165,-1.4349205061054804,0.14369442328371185,0.7522647113909932,-0.01788863379422428,3,fourth
0.0,Forna Productions,USA,Bruno Barreto,Drama,152982.0,A Show of Force,R,1990-05-11,95,5.2,Amy Irving,584,Anne Nelson,1990,-1.4749984017067481,-0.6656985997049566,0.125736426622553,0.4573779195129581,0.030588707558066322,3,fourth
0.0,Compagnie Eric Rohmer (CER),France,�ric Rohmer,Comedy,201332.0,A Tale of Springtime,PG,1990-04-04,108,7.4,Anne Teyss�dre,2643,�ric Rohmer,1990,-0.5766055895440874,1.2044436555724212,-0.30442019365011147,-0.45687303722602834,0.10339375702434483,1,second
0.0,Alexandre Films,France,Diane Kurys,Drama,805462.0,C'est la vie,,1990-11,110,6.3,Nathalie Baye,512,Diane Kurys,1990,-0.8622998699253813,0.4991886693067691,0.2713898345355916,0.09451206288699826,0.12989600835703394,1,second
0.0,Nouvelles �ditions de Films (NEF),France,Louis Malle,Comedy,1576702.0,May Fools,R,1990-07,100,7.2,Miou-Miou,2071,Louis Malle,1990,-0.7774026242983647,0.8391701155726666,-0.5548538224963822,-0.4573840184563787,0.07485150796100545,1,second
0.0,"Rank Organisation, The",UK,Michael Tuchner,Comedy,113014.0,The Misadventures of Mr. Wilt,R,1990-01-12,92,6.3,Griff Rhys Jones,806,Tom Sharpe,1990,-1.210993811168072,0.00874909840443231,-0.4879650537770683,-0.1159590267300154,0.0110146827884511,1,second
0.0,Gaumont,France,Yves Robert,Adventure,1710856.0,My Father's Glory,G,1991-08,105,7.6,Philippe Caub�re,5179,Louis Nuc�ra,1990,-0.551503246780034,1.2510151352774164,-0.5298483316893835,-0.5787444593085839,0.09776892312632336,1,second
0.0,T�l�ma,France,�tienne Chatiliez,Comedy,604624.0,Auntie Danielle,PG-13,1991-05-17,100,7.3,Tsilla Chelton,2759,Florence Quentin,1990,-0.754315521723709,0.9135878465492021,-0.5990826419813265,-0.5020847228019154,0.060006466449451255,1,second
0.0,Artist Circle Entertainment,USA,Jack Fisk,Comedy,1373728.0,Daddy's Dyin'... Who's Got the Will?,PG-13,1990-05-04,95,5.8,Beau Bridges,651,Del Shores,1990,-1.2886541183728466,-0.26003367714766407,-0.14228829197386927,0.16264658688008185,0.046365009091500174,3,fourth
0.0,Antea Cinematografica,Switzerland,Xavier Koller,Drama,261718.0,Journey of Hope,PG,1991-04-26,100,7.6,Necmettin �obanoglu,1512,Xavier Koller,1990,-0.6750288347815452,1.1218578125038159,-0.7274960386109911,-0.655128676414332,0.059026136370753914,1,second
